,name,latitude,longitude,population
21613,Kudra,25.046606,83.7920943,19500
21614,Warisaliganj,25.0167067,85.6398857,34000
21615,Kishanganj,25.1069614,76.6369912,7900
21616,Chunar,25.1281931,82.8835399,37185
21617,Gangrar,25.051447,74.6101496,10600
21618,Bijolia,25.162885,75.3237803,14100
21619,Mohania,25.1676579,83.621622,5000
21620,Baghmara,25.1927615,90.6459328,5000
21621,Sadri,25.1866458,73.4527029,27400
21622,Gudha Milani,25.1893,71.7218,6330
21623,Lakhisarai,25.176771,86.0931767,99950
21624,Bali,25.1895706,73.2905263,19900
21625,Dhorimanna,25.2039581,71.4385071,6500
21626,Chitrakoot Dham,25.2158257,80.9164001,1000
21627,Chitrakoot,25.1743883,80.8691307,22300
21628,Bikramganj,25.2219788,84.2653139,5000
21629,Babina,25.2393732,78.4698691,10000
21630,Desuri,25.2787,73.5674,10400
21631,Barhiya,25.2861994,86.0201258,1000
21632,Atarra Buzurg,25.2884104,80.5746861,5000
21633,Mahoba,25.2886851,79.8792071,70000
21634,Keshoraipatan,25.2915232,75.9399658,24600
21635,Jalore,25.3476006,72.6260916,54100
21636,Ahore,25.3682474,72.7809896,16900
21637,Rajapur,25.3863662,81.1494181,5000
21638,Kabrai,25.4015677,80.0035135,5000
21639,Mokama,25.3958052,85.9220644,96450
21640,Garahni,25.4068456,84.5558167,1000
21641,Jowai,25.441116,92.1955478,5000
21642,Bakhtiyarpur,25.4586233,85.5369022,5000
21643,Baberu,25.5469357,80.7012999,14500
21644,Chirgaon,25.5735429,78.8126634,10000
21645,Maner,25.6466488,84.8763388,40100
21646,Mungra Badshahpur,25.6579111,82.1902983,5000
21647,Lakheri,25.6730413,76.1922423,32200
21648,Moth,25.7294,78.9508,1000
21649,Marwar,25.7259059,73.6097336,12000
21650,Bhim,25.7384145,74.079374,11600
21651,Indragarh,25.7283498,76.191368,7500
21652,Nainwa,25.7698671,75.8541304,19500
21653,Revelganj,25.7846684,84.6447511,50000
21654,Karandighi,25.8157405,87.9208421,318800
21655,Lumding,25.7535433,93.1731676,31347
21656,Kunda,25.7172101,81.5137022,1000
21657,Balotra,25.834763,72.2410908,74500
21658,Asind,25.7339012,74.3321514,16600
21659,Samastipur,25.8596845,85.7839038,5000
21660,Rasra,25.8608909,83.8556102,10000
21661,Vijainagar,25.9304646,74.6513212,32100
21662,Pachpadra,25.921916,72.253248,9200
21663,Pratapgarh,25.921061,82.0023601,10000
21664,Hamirpur,25.9516,80.1511,50000
21665,Rohat,25.9582028,73.1404949,6900
21666,Todaraisingh,26.0252473,75.4848698,23600
21667,Dhubri,26.0186768,89.9857236,100000
21668,Muhammadabad,26.0341851,83.3816323,21385
21669,Mubarakpur,26.0875514,83.2905851,51080
21670,Raniganj,26.0850923,87.2355105,5000
21671,Masrakh,26.1037889,84.8040728,5000
21672,Goalpara,26.1783623,90.6226683,100000
21673,Ghatampur,26.1551192,80.1674983,5000
21674,Bilara,26.1818418,73.708888,39600
21675,Pukhrayan,26.2269466,79.8397679,5000
21676,Islampur,26.2577,88.1903,10000
21677,Kasba Bonli,26.3303779,76.2270358,15300
21678,Barpeta,26.3257824,91.0075712,100000
21679,Sapotra,26.2922765,76.7535781,6700
21680,Forbesganj,26.3049106,87.2632847,50500
21681,Nasirabad,26.297039,74.7369464,50800
21682,Shergarh,26.3278926,72.295726,6100
21683,Joura,26.3439772,77.8036975,42153
21684,Gohad,26.422782,78.4394152,1000
21685,Kesariya,26.3521771,84.8707033,1000
21686,Chakia,26.4150801,85.0477734,1000
21687,Mangaldoi,26.436303,92.0306569,25000
21688,Pupri,26.470735,85.7017232,5000
21689,Karauli,26.4956,77.0275,83000
21690,Inhauna,26.5247536,81.4908148,5000
21691,Pakridayal,26.5543618,85.0622034,1000
21692,Jaynagar,26.5881,86.1399,5000
21693,Sitamarhi,26.5876547,85.5056744,5000
21694,Baori,26.6199627,73.1801874,10700
21695,Dibiyapur,26.6307,79.5536,5000
21696,Sursand,26.6447224,85.7224332,5000
21697,Tezpur,26.6229928,92.7976082,5000
21698,Dhaka,26.6741967,85.1670195,1000
21699,Safipur,26.7377833,80.3445574,5000
21700,Hata,26.7403,83.7441,1000
21701,Bairgania,26.7400904,85.2754564,1000
21702,Etawah,26.7781316,79.0221467,100000
21703,Degana,26.8958747,74.3222498,11000
21704,Rudauli,26.7492405,81.748054,5000
21705,Ayodhya,26.7990707,82.2052321,55673
21706,Bilhaur,26.8424857,80.0645793,5000
21707,Nawabganj,26.8637478,82.1381306,5000
21708,Phulera,26.8750866,75.2455501,23200
21709,Dariyabad,26.88861,81.556182,15661
21710,Padrauna,26.9036455,83.9793208,50000
21711,Raxaul,26.9833256,84.8523069,5000
21712,Malihabad,26.9231953,80.7100459,15806
21713,Pokaran,26.9262218,71.9177503,23600
21714,Kheenvsar,26.9782849,73.4058199,9600
21715,Sivasagar,26.9834936,94.6394226,10000
21716,Karhal,27.0033264,78.9404642,5000
21717,Nawa,27.0214531,75.0027941,22100
21718,Sandila,27.060558,80.5113664,10000
21719,Mundwa,27.0628056,73.8216985,16900
21720,Narkatiaganj,27.102923,84.4646072,1000
21721,Itanagar,27.0979659,93.6237291,5000
21722,Namchi,27.1661262,88.3651981,5000
21723,Kuchaman,27.1519,74.8621,62000
21724,Chomu,27.1725,75.7215,64400
21725,Fatehpur,27.1728618,81.2099027,1000
21726,Bilgram,27.1749307,80.0327344,5000
21727,Domariaganj,27.2041316,82.6525846,1000
21728,Etmadpur,27.2336372,78.1981356,1000
21729,North Lakhimpur,27.236211,94.1038765,50000
21730,Naugarh,27.2793034,83.0855607,5000
21731,Ramgarh,27.2585224,75.1798734,28500
21732,Bap,27.3747541,72.353164,10300
21733,Balrampur,27.4295126,82.1854602,5000
21734,Panchoo,27.5004982,73.2129316,17300
21735,Biswan,27.4904821,80.995364,1000
21736,Mangan,27.5011476,88.5355333,5000
21737,Ladnu,27.6418,74.3949,65700
21738,Kanwat,27.5889822,75.6989924,7900
21739,Bhinga,27.7033838,81.9338433,1000
21740,Udaipurwati,27.7309897,75.4743975,29200
21741,Deshnoke,27.7986365,73.3446504,18400
21742,Laxmangarh,27.8214382,75.0250652,47300
21743,Nawalgarh,27.8503,75.2741,63900
21744,Nanpara,27.8684,81.5039,1000
21745,Hodal,27.8999168,77.3739284,10000
21746,Fatehpur Shekhawati,27.9959965,74.9604565,92600
21747,Atrauli,28.0298331,78.2853798,1000
21748,Mandawa,28.0558375,75.1483915,23300
21749,Sri Dungargarh,28.0928483,74.0113994,53300
21750,Faridpur,28.2083265,79.5375964,69700
21751,Nighasan,28.235056,80.8597376,1000
21752,Chirawa,28.2408,75.6448,44000
21753,Pilani,28.3622661,75.6042342,29700
21754,Loharu,28.4279477,75.8054759,5000
21755,Sardarshahar,28.4403,74.4895,96000
21756,Sikandarabad,28.4520179,77.6989831,50000
21757,Lunkaransar,28.4885,73.752,22900
21758,Charkhi Dadri,28.5919933,76.2719817,5000
21759,Muradnagar,28.7733808,77.5033582,5000
21760,Sahwa,28.8753793,74.8477507,14800
21761,Sitarganj,28.9277351,79.7028923,1000
21762,Sonipat,29.0033144,77.0167323,50000
21763,Mawana,29.099061,77.9208609,5000
21764,Bhadra,29.1012943,75.1675355,40662
21765,Gohana,29.1372166,76.7045205,48518
21766,Nohar,29.1841366,74.7691392,49800
21767,Rawatsar,29.2631,74.4016,35102
21768,Sajószentpéter,48.2183544,20.7087764,11491
21769,Pephana,29.3394075,74.8985863,13100
21770,Rāmnagar,29.394835,79.126934,5000
21771,Kairana,29.394447,77.2052786,10000
21772,Ellenabad,29.4521412,74.6634653,35000
21773,Pilibanga,29.4916223,74.0790249,37300
21774,Raisinghnagar,29.535814,73.4459111,28300
21775,Asandh,29.5212674,76.603457,22707
21776,Padampur,29.7093806,73.62449,18400
21777,Gajsinghpur,29.6576658,73.4404763,10000
21778,Pithoragarh,29.5859752,80.2152904,5000
21779,Deoband,29.6934924,77.6779885,50000
21780,Nising,29.6903,76.7505,1000
21781,Sangarya,29.7914438,74.4643995,36619
21782,Pundri,29.7607616,76.5590514,17022
21783,Karanpur,29.8430883,73.4503328,21300
21784,Bāgeshwar,29.837601,79.771398,40000
21785,Munsyari,30.06546,80.23453,1000
21786,Malout,30.1902559,74.5001207,81406
21787,Kazincbarcika,48.2544414,20.6223251,27078
21788,Karnaprayag,30.259647,79.2170691,5000
21789,New Tehri,30.37445,78.43277,5000
21790,Mussoorie,30.4569012,78.0782906,26609
21791,Jaito,30.4485444,74.8892204,37377
21792,Nahan,30.5601803,77.2923596,56000
21793,Kotkapura,30.5791768,74.8210744,91979
21794,Jalalabad,30.6065977,74.2581087,31000
21795,Raikot,30.6496526,75.5993128,3000
21796,Kalka,30.8366771,76.9369298,5000
21797,Samrala,30.8368764,76.1913755,10000
21798,Chaupal,30.9491214,77.591071,10888
21799,Makhu,31.1027381,74.9904064,14658
21800,Theog,31.1198924,77.358982,5000
21801,Ghumarwin,31.4421256,76.7075073,1000
21802,Tarn Taran Sahib,31.4555254,74.9269621,10000
21803,Barsar,31.5273595,76.464296,5000
21804,Dehra Gopipur,31.8787244,76.2258111,1000
21805,Nadaun,31.7819445,76.3434752,5000
21806,Dhariwal,31.952066,75.3217361,10000
21807,Manali,32.2454608,77.1872926,8000
21808,Kangra,32.1031646,76.2723559,5000
21809,Dharamshala,32.2143039,76.3196717,56543
21810,Kaza,32.2243837,78.0722634,3231
21811,Nurpur,32.2997393,75.8839627,10000
21812,Samba,32.5622412,75.1165585,11001
21813,Dalhousie,32.5360472,75.9797487,1000
21814,Bhaderwah,32.9783699,75.7185638,11081
21815,Reasi,33.0791771,74.8362947,7806
21816,Nowshera,33.1575063,74.2403875,5122
21817,Kishtwar,33.3107908,75.7694213,14865
21818,Rajouri,33.3772495,74.3132332,37552
21819,Kulgam,33.6446899,75.0188432,23584
21820,Tral,33.926549,75.1140382,17844
21821,Budgam,34.0154721,74.7220085,15338
21822,Uri,34.0878536,74.0305568,9366
21823,Leh,34.1642029,77.5848133,30870
21824,Ganderbal,34.2154914,74.7723191,28233
21825,Handwara,34.3993139,74.2827396,13600
21826,Bandipora,34.4232433,74.635965,37081
21827,Kargil,34.5594418,76.1255982,16338
21828,Hailuoto,65.0137795,24.7292318,1006
21829,Agía Marína,35.5192779,23.9289453,2005
21830,Húsavík,66.0433168,-17.3410402,2335
21831,Kinnula,63.366783,24.9708779,1744
21832,Peskovka,59.0440083,52.3552684,4185
21833,Saint Joseph,15.4063155,-61.4239093,1746
21834,Itupeva,-23.1531055,-47.0580347,47682
21835,Charleville,-26.406265,146.2420417,4700
21836,Jambay,39.6945962,67.1011954,11308
21837,Bulungur,39.7600298,67.2760666,25000
21838,Katta-Kurgan,39.9018122,66.2684943,76562
21839,Nurobod,39.6113883,66.2753285,8900
21840,Aqtash,39.9241926,65.9302311,35410
21841,Payariq,39.990883,66.8499532,2000
21842,Urgut,39.4092386,67.2494167,35000
21843,Chelak,39.9211994,66.863171,20000
21844,G'allaorol,40.0275762,67.5913217,23000
21845,Zomin,39.9619506,68.3969972,14215
21846,Pakhtakor,40.3114755,67.9612679,15000
21847,Angren,41.008265,70.0754476,126962
21848,Yangiiul,41.1179739,69.0589049,72500
21849,Akhangaran,40.9059986,69.6474735,35000
21850,Chinaz,40.9400253,68.7629797,22000
21851,Nurafshon,41.0429158,69.3578473,29000
21852,Rishtan,40.3609536,71.279009,49200
21853,Kuvasai,40.3068393,71.9633887,60000
21854,Quva,40.5251446,72.0712804,199000
21855,Atlit,32.690712,34.9422744,7385
21856,Or Akiva,32.5090151,34.9195677,17759
21857,Кадуй,59.199219,37.148609,11247
21858,Beruniy,41.6944863,60.7496642,60712
21859,Muynak,43.7643276,59.0297467,13524
21860,Manghit,42.1163106,60.0627847,49200
21861,To'rtku'l,41.5544131,61.0002405,62131
21862,Chimbay,42.933726,59.7785397,53301
21863,Shomanay,42.6372283,58.9297535,22400
21864,Khujayli,42.4035945,59.4481697,70827
21865,Zarafshan,41.5715707,64.2053263,80000
21866,Νεάπολη,40.3131619,21.387145,2330
21867,Τσοτύλι,40.2630266,21.3257651,1596
21868,Kanimekh,40.2779098,65.1427375,8400
21869,Khiva,41.3776893,60.3620006,55568
21870,Gijduvan,40.1029573,64.6828621,40800
21871,St. George's,12.0535331,-61.751805,3929
21872,Nurata,40.5590414,65.6860362,28200
21873,Kingstown,13.1561864,-61.2279621,25720
21874,Taxtako'pir,43.0207211,60.2893338,16633
21875,Eyemouth,55.8722469,-2.0893924,3570
21876,Chagoda,59.16383,35.329369,6389
21877,Устюжна,58.8428204,36.4296982,8859
21878,Pedro Luro,-39.5042374,-62.682928,9494
21879,Villalonga,-39.9174719,-62.6188862,15000
21880,Carmen de Patagones,-40.7982107,-62.9803149,20533
21881,Colihaut,15.4854849,-61.4624925,679
21882,Neo Petritsi,41.2749488,23.2944334,2372
21883,Iraklia,41.1840251,23.282933,3551
21884,Sidirokastro,41.2352242,23.3894663,5711
21885,Regensdorf,47.4317645,8.4680435,18010
21886,Santa Pola,38.1923641,-0.5555464,32507
21887,Bogotol,56.211464,89.531639,20245
21888,São João Evangelista,-18.548023,-42.7652888,15538
21889,Montalvânia,-14.4230168,-44.3701782,15862
21890,João Monlevade,-19.809444,-43.173334,74141
21891,Cataguases,-21.387426,-42.6957219,70201
21892,Martinho Campos,-19.331945,-45.236666,12589
21893,Piranga,-20.685,-43.3,17232
21894,Itajubá,-22.4238234,-45.4524156,97000
21895,Jequitinhonha,-16.433333,-41.003056,24131
21896,Águas Vermelhas,-15.7469091,-41.4601975,12718
21897,Itatiaiuçu,-20.1975724,-44.4224889,10563
21898,Poté,-17.8074949,-41.7892455,15668
21899,Várzea da Palma,-17.5983328,-44.7317086,41391
21900,Pedro Leopoldo,-19.617778,-44.043055,58696
21901,Papagaios,-19.4487105,-44.7479493,14171
21902,Malacacheta,-17.843055,-42.077778,18787
21903,Itaobim,-16.5614934,-41.502275,21001
21904,Perdigão,-19.953056,-45.084166,10846
21905,Mar de Espanha,-21.866945,-43.01,11758
21906,Ipaba,-19.411389,-42.42,16692
21907,São Tiago,-20.913056,-44.509167,10553
21908,Itabirinha,-18.5711894,-41.2339862,11224
21909,Cambui,-22.6122501,-46.0572137,27020
21910,Piraúba,-21.276945,-43.025834,10866
21911,Ataléia,-18.04432,-41.1110524,14451
21912,Itanhomi,-19.171111,-41.864167,12280
21913,Pedras de Maria da Cruz,-15.605833,-44.391944,10310
21914,Coração de Jesus,-16.6888187,-44.3577401,26035
21915,São Romão,-16.3687716,-45.0678597,10285
21916,Curvelo,-18.7571926,-44.4305993,77823
21917,Pitangui,-19.682223,-44.890555,25339
21918,Miradouro,-20.890277,-42.3425,10251
21919,Pedra Azul,-16.005556,-41.28,24612
21920,Baependi,-21.959162,-44.8899249,18292
21921,Corinto,-18.363056,-44.456111,23901
21922,Brasília de Minas,-16.2075114,-44.430559,31221
21923,Ladainha,-17.6265078,-41.7385789,17782
21924,Pompéu,-19.218611,-45.002778,29083
21925,Centralina,-18.5843349,-49.1954739,10583
21926,Itaú de Minas,-20.739722,-46.752222,14950
21927,Conceição do Mato Dentro,-19.037222,-43.425278,17914
21928,Resende Costa,-20.921945,-44.237777,10918
21929,São João do Paraíso,-15.3171214,-42.01678,23309
21930,Borda da Mata,-22.274167,-46.165278,17129
21931,Januária,-15.4875,-44.361111,67875
21932,Medina,-16.2270466,-41.4763373,20882
21933,Chapada do Norte,-17.0880036,-42.5380774,15165
21934,Espera Feliz,-20.6494192,-41.9080693,22859
21935,Tocantins,-21.1738872,-43.0207206,15839
21936,Aimorés,-19.4917754,-41.0615603,25685
21937,Virginópolis,-18.8226124,-42.7053967,10572
21938,Presidente Olegário,-18.415,-46.419723,18546
21939,Além Paraíba,-21.8760576,-42.6810473,34341
21940,Carmo da Cachoeira,-21.460556,-45.223334,11836
21941,Senhora do Porto,-18.8905778,-43.0844887,3599
21942,São Lourenço,-22.116389,-45.054167,45457
21943,Felixlândia,-18.7573983,-44.8991465,14121
21944,Passa Quatro,-22.3893803,-44.9666039,15578
21945,Carlos Chagas,-17.7030797,-40.7632936,20087
21946,Cruzília,-21.838333,-44.808056,14596
21947,Prados,-21.0572943,-44.0788784,8919
21948,Caxambu,-21.9770359,-44.9318289,21719
21949,Francisco Badaró,-16.9917524,-42.350899,10244
21950,Santana do Paraíso,-19.3652914,-42.5494833,27258
21951,Lambari,-21.9754009,-45.3505415,20453
21952,Pirapetinga,-21.656903,-42.345955,10366
21953,Teixeiras,-20.6517875,-42.8563275,11346
21954,Andrelândia,-21.739722,-44.308889,12146
21955,Itamogi,-21.0793213,-47.048612,10349
21956,Caetanópolis,-19.2947496,-44.4138386,10218
21957,Nova Ponte,-19.1692213,-47.6717642,12823
21958,Nova Lima,-19.9854089,-43.8470691,83507
21959,Formiga,-20.4648425,-45.4266753,65064
21960,Chapada Gaúcha,-15.2946253,-45.6284904,10792
21961,Jacinto,-16.1460987,-40.2948032,12134
21962,Campo do Meio,-21.1072006,-45.8301735,11518
21963,Santa Rita do Sapucaí,-22.2486968,-45.7064507,41886
21964,Espinosa,-14.9232007,-42.8093337,31113
21965,Timóteo,-19.5771395,-42.6436108,81119
21966,Caratinga,-19.7900887,-42.140533,91841
21967,Alto Rio Doce,-21.0239537,-43.4133507,11896
21968,Raposos,-19.967223,-43.804167,15000
21969,Mantena,-18.7809937,-40.9808279,27115
21970,Iturama,-19.7272733,-50.193488,34890
21971,Perdizes,-19.3503361,-47.2938235,14391
21972,Porto Firme,-20.672778,-43.084444,10410
21973,Francisco Sá,-16.4777211,-43.4942587,27561
21974,Estiva,-22.4638686,-46.0182101,10844
21975,Piumhi,-20.4675258,-45.9576125,31383
21976,Itinga,-16.6066757,-41.7702077,14407
21977,Lagoa Santa,-19.6357376,-43.8966132,52526
21978,São Gotardo,-19.3168844,-46.0476596,31807
21979,São João Nepomuceno,-21.5359158,-43.0151428,26439
21980,Monte Alegre de Minas,-18.870278,-48.880556,19619
21981,Bueno Brandão,-22.441976,-46.3517971,10892
21982,Santo Antônio do Jacinto,-16.533611,-40.176111,11780
21983,Cachoeira de Minas,-22.3554043,-45.7796324,11034
21984,São João do Manhuaçu,-20.3938555,-42.1499705,11360
21985,Entre Rios de Minas,-20.670834,-44.065556,14242
21986,Caraí,-17.1884104,-41.6976554,22343
21987,São Francisco,-15.948889,-44.864444,53828
21988,Itaúna,-20.075556,-44.576389,85396
21989,Nova Era,-19.766111,-43.036944,17540
21990,Sabinópolis,-18.6656839,-43.0830439,15707
21991,Frutal,-20.0220064,-48.9280076,58770
21992,Lima Duarte,-21.842777,-43.792777,16166
21993,Santo Antônio do Amparo,-20.9413389,-44.9187397,17349
21994,Açucena,-19.073056,-42.546666,10298
21995,Jordânia,-15.899444,-40.178889,10319
21996,Belo Oriente,-19.2232523,-42.4807033,25026
21997,Rio Paranaíba,-19.196447,-46.2410263,12328
21998,São Sebastião do Paraíso,-20.9124331,-46.9823296,64980
21999,Ferros,-19.234984,-43.019542,10837
22000,Salinas,-16.1699073,-42.2910368,39182
22001,Inhapim,-19.5501834,-42.1209879,24294
22002,Itacarambi,-15.1,-44.092222,17739
22003,Lajinha,-20.1520595,-41.6240623,19616
22004,Senhora dos Remédios,-21.028056,-43.582778,10202
22005,São José da Lapa,-19.6988548,-43.9583194,19801
22006,Carangola,-20.733056,-42.029445,32353
22007,São João da Ponte,-15.9283299,-44.0078035,30362
22008,Ibiraci,-20.461944,-47.122223,12177
22009,Sacramento,-19.8652854,-47.4402746,23896
22010,Serro,-18.604444,-43.379445,20833
22011,Itaguara,-20.391389,-44.488055,13172
22012,Abaeté,-19.1566833,-45.4481213,22690
22013,Candeias,-20.7676161,-45.2763777,14616
22014,Ponto dos Volantes,-16.7527503,-41.5039586,11881
22015,Ouro Branco,-20.5230256,-43.6917329,35260
22016,Abre Campo,-20.2976097,-42.4764741,13311
22017,Santa Maria do Suaçuí,-18.1894783,-42.4188445,14399
22018,Paraisópolis,-22.5541683,-45.7800024,19392
22019,Monte Carmelo,-18.7260939,-47.4958859,45799
22020,Raul Soares,-20.102222,-42.451944,23818
22021,Manga,-14.7528035,-43.9417044,19846
22022,Campo Belo,-20.8975,-45.277223,51509
22023,Boa Esperança,-21.0901253,-45.5660195,38509
22024,Bambuí,-20.0131996,-45.9777034,22709
22025,Alterosa,-21.249166,-46.143055,13714
22026,Virgem da Lapa,-16.8071554,-42.3376458,13625
22027,Machado,-21.6762861,-45.9211696,41920
22028,Patrocínio,-18.9408294,-46.9926624,82471
22029,Leandro Ferreira,-19.7169632,-45.0245003,3500
22030,Guapé,-20.7619447,-45.9174969,13838
22031,Astolfo Dutra,-21.3132636,-42.8624102,13049
22032,Coroaci,-18.6194369,-42.2830239,10393
22033,Vazante,-17.9896107,-46.9003899,19721
22034,Barão de Cocais,-19.9452437,-43.4870298,28432
22035,Turmalina,-17.286102,-42.7312574,18046
22036,Mário Campos,-20.0511,-44.1858,13214
22037,Buenópolis,-17.8756607,-44.1749365,10594
22038,Ponte Nova,-20.4164353,-42.90878,57361
22039,Ilicínea,-20.9390196,-45.8263558,10532
22040,Porteirinha,-15.7420889,-43.0286046,37627
22041,Visconde do Rio Branco,-21.01,-42.840833,38749
22042,Água Boa,-17.9968063,-42.3904573,15193
22043,Nepomuceno,-21.232744,-45.2352276,25721
22044,Itaipé,-17.401944,-41.670278,11798
22045,Arinos,-15.917223,-46.106111,20472
22046,Rio Casca,-20.225834,-42.651389,14198
22047,Bom Sucesso,-21.0323516,-44.7598082,17271
22048,Luz,-19.7871171,-45.6846736,17492
22049,Itanhandu,-22.2957913,-44.9366732,14183
22050,Serra do Salitre,-19.1101839,-46.6809858,10541
22051,Itabirito,-20.2519724,-43.8029171,51281
22052,Gouveia,-18.4545728,-43.7415904,12030
22053,Engenheiro Caldas,-19.201389,-42.046944,10812
22054,Poço Fundo,-21.780834,-45.965,15961
22055,Arcos,-20.282223,-45.539444,40092
22056,Ubaí,-16.2925001,-44.7823835,11677
22057,Setubinha,-17.6001378,-42.1620269,10885
22058,Buritis,-15.621389,-46.423889,23979
22059,Lagoa da Prata,-20.022778,-45.5440462,45999
22060,Manhuaçu,-20.2574434,-42.0340769,80530
22061,Urucânia,-20.350833,-42.739444,10291
22062,Carmópolis de Minas,-20.541224,-44.6350611,17050
22063,Tarumirim,-19.2818607,-42.0070412,14677
22064,Caeté,-19.897777,-43.670278,41423
22065,Coromandel,-18.473889,-47.200278,27551
22066,Manhumirim,-20.3599141,-41.9554606,21366
22067,Bela Vista de Minas,-19.8289721,-43.0973688,10012
22068,Cambuquira,-21.853056,-45.2953619,12612
22069,Leopoldina,-21.5314282,-42.6403534,51136
22070,Mutum,-19.817223,-41.438333,34672
22071,Juatuba,-19.954001,-44.3407921,22202
22072,Conceição do Rio Verde,-21.881078,-45.0868526,12950
22073,Campos Altos,-19.696389,-46.171389,14416
22074,Conselheiro Pena,-19.1720883,-41.471995,23088
22075,Viçosa,-20.7538586,-42.8815888,73333
22076,Carmo da Mata,-20.558334,-44.8703774,10927
22077,Esmeraldas,-19.7613111,-44.3145945,60153
22078,Matozinhos,-19.5576547,-44.0816035,32973
22079,Divino,-20.6151497,-42.1474733,25543
22080,Lagoa Formosa,-18.7741896,-46.4082511,17161
22081,Jacutinga,-22.285833,-46.612222,22797
22082,Taiobeiras,-15.8080842,-42.2270207,30917
22083,Diamantina,-18.2440862,-43.6006487,45884
22084,Conceição da Aparecida,-21.094166,-46.204444,10302
22085,São Gonçalo do Pará,-19.982778,-44.859167,10405
22086,Grão Mogol,-16.5634623,-42.8932112,15026
22087,Ervália,-20.8400156,-42.653352,17946
22088,Bom Repouso,-22.4657069,-46.1485376,10457
22089,Planura,-20.1368583,-48.7066819,10393
22090,Sarzedo,-20.0353,-44.1453,25798
22091,Cláudio,-20.4448485,-44.7655217,25636
22092,Guaranésia,-21.3024827,-46.7956962,18714
22093,Fervedouro,-20.7292242,-42.2785942,10351
22094,Campestre,-21.711111,-46.246389,20707
22095,Jaíba,-15.3373744,-43.6734439,33587
22096,Ouro Fino,-22.283056,-46.369167,31733
22097,Itambacuri,-18.0391974,-41.6751876,23528
22098,Perdões,-21.0919737,-45.0903543,20140
22099,Oliveira,-20.6971953,-44.8273969,41181
22100,Monte Santo de Minas,-21.189722,-46.98,21246
22101,Carmo de Minas,-22.1216655,-45.1323836,13932
22102,Eugenópolis,-21.0968165,-42.1850985,10541
22103,Urucuia,-16.1266994,-45.7393046,13605
22104,Guaraciaba,-20.5718037,-43.0057078,10223
22105,Padre Paraíso,-17.073889,-41.484444,19744
22106,Conceição dos Ouros,-22.413056,-45.797777,10609
22107,Mirabela,-16.2547215,-44.1639075,13043
22108,Bom Despacho,-19.7375242,-45.2517288,45624
22109,Resplendor,-19.3254413,-41.2554622,17631
22110,São Joaquim de Bicas,-20.0489052,-44.2731691,25619
22111,Santa Bárbara,-19.959444,-43.415278,27850
22112,Miraí,-21.1957417,-42.6125153,13800
22113,Iapu,-19.436389,-42.217223,10331
22114,Andradas,-22.0680484,-46.5688976,39416
22115,Brumadinho,-20.143611,-44.2,35085
22116,Simonésia,-20.1233838,-42.0024294,18302
22117,Cristais,-20.875834,-45.518611,11301
22118,João Pinheiro,-17.742777,-46.175278,47549
22119,Peçanha,-18.5478786,-42.5608947,17836
22120,Serrania,-21.548333,-46.039722,7542
22121,Monte Azul,-15.1531999,-42.8711742,22000
22122,Carmo do Cajuru,-20.184444,-44.770834,20018
22123,Berilo,-16.9515764,-42.4643732,12307
22124,Recreio,-21.5248205,-42.4689256,10299
22125,Capitão Enéas,-16.3236018,-43.7154584,14372
22126,Mato Verde,-15.3965135,-42.8598806,12685
22127,Capelinha,-17.693889,-42.518611,35368
22128,Canápolis,-18.7228793,-49.2016329,11476
22129,São Sebastião do Maranhão,-18.083611,-42.571389,10647
22130,Paraguaçu,-21.547222,-45.7375,20245
22131,Alvinópolis,-20.1105199,-43.0601805,15212
22132,Extrema,-22.8549109,-46.3190079,31693
22133,Santa Vitória,-18.8465718,-50.1292823,18157
22134,São Geraldo,-20.9221894,-42.8343489,10263
22135,Bom Jesus do Galho,-19.8283191,-42.3162256,15633
22136,Carandaí,-20.9523934,-43.8043903,23341
22137,Fronteira,-20.286111,-49.202778,14041
22138,Carmo do Rio Claro,-20.973315,-46.1186754,20426
22139,Cristina,-22.212222,-45.264167,10214
22140,Antônio Carlos,-21.318334,-43.746666,11112
22141,Rio Pomba,-21.275,-43.178889,17123
22142,Conceição das Alagoas,-19.9194009,-48.3803414,25139
22143,Nanuque,-17.8391113,-40.3537221,41876
22144,Santa Juliana,-19.308611,-47.525,11343
22145,Santos Dumont,-21.455867,-43.5522107,46289
22146,Santa Margarida,-20.3817696,-42.2522123,15011
22147,Rio Vermelho,-18.293611,-43.008056,13645
22148,Minas Novas,-17.2175833,-42.5943681,30803
22149,Igarapé,-20.0687726,-44.3016306,34879
22150,Águas Formosas,-17.083056,-40.935555,18482
22151,Campanha,-21.8361108,-45.401986,15635
22152,Brazópolis,-22.4742842,-45.6165577,14663
22153,Rio Pardo de Minas,-15.6155637,-42.5461866,30418
22154,Brasilândia de Minas,-17.0096469,-46.0087183,14226
22155,Ubaporanga,-19.6344637,-42.1073048,16400
22156,Bocaiuva,-17.1160208,-43.8122678,48974
22157,São Domingos do Prata,-19.8671078,-42.9658318,17357
22158,Matias Barbosa,-21.8691643,-43.3180624,13435
22159,Dores do Indaiá,-19.4636451,-45.60166,13987
22160,Capinópolis,-18.682778,-49.569723,15424
22161,Bicas,-21.7213723,-43.0604327,13653
22162,Jaboticatubas,-19.521667,-43.745277,17119
22163,Barroso,-21.187222,-43.976111,20484
22164,Congonhal,-22.1532505,-46.0404698,10480
