,name,latitude,longitude,population
12208,Qormi,35.877464,14.4739598,16779
12209,Zebbug,35.8725956,14.4398593,11903
12210,Żurrieq,35.8294676,14.4745172,11823
12211,Birzebbugia,35.8269478,14.5274189,9736
12212,Żejtun,35.8537008,14.5315311,11508
12213,Paola,35.8717994,14.5073748,7864
12214,Rabat,35.8818906,14.3988213,11497
12215,Attard,35.8909172,14.4430093,10650
12216,Pembroke,35.9281313,14.4795722,3645
12217,Cospicua,35.8825817,14.522721,5395
12218,Marsascala,35.8629162,14.5591879,12134
12219,Schrobenhausen,48.5613407,11.2654488,16172
12220,Echternach,49.8120961,6.4214859,5617
12221,Sekondi,4.937,-1.7127928,150000
12222,Çınar,37.7236768,40.4151087,35984
12223,Shumilina,55.2989425,29.6174803,7525
12224,Bismil,37.8510666,40.6647242,57955
12225,Hasankeyf,37.7304689,41.4160863,6724
12226,Gercüş,37.5683088,41.3852365,19995
12227,Centralia,46.7204489,-122.9614303,16336
12228,Chehalis,46.6599653,-122.9634322,7259
12229,Kalama,46.0085225,-122.8424709,2344
12230,Kelso,46.1420334,-122.9060318,11925
12231,Longview,46.1377048,-122.9344623,36648
12232,Woodland,45.9109715,-122.7408326,5509
12233,Boldești-Scăeni,45.0317528,26.0309441,10627
12234,Camas,45.5911103,-122.4122248,19355
12235,Spenge,52.1419264,8.4830331,15707
12236,Hiddenhausen,52.1530879,8.6394715,20058
12237,Washougal,45.5819594,-122.3479921,14095
12238,Haro,42.5768922,-2.8466768,11956
12239,Ömerli,37.4019449,40.9551681,14233
12240,Yeşilli,37.3396064,40.8230064,15858
12241,Silvan,38.1397802,41.0086036,42565
12242,Jibou,47.260376,23.2578878,10198
12243,Noia,42.7850763,-8.8877375,8430
12244,Dehiwala,6.8512785,79.8659769,15000
12245,Mount Lavinia,6.8329359,79.8674102,15000
12246,Hani,38.4127864,40.3936549,16585
12247,Amyndeo,40.6897584,21.6790753,3636
12248,Lice,38.4580016,40.646436,26163
12249,Ergani,38.266882,39.7621209,64366
12250,Polykastro,40.9955191,22.5716225,6485
12251,Egil,38.258477,40.0828386,11497
12252,Çermik,38.1361239,39.4524896,25533
12253,Siverek,37.7540905,39.3177426,250100
12254,Hilvan,37.5860306,38.9567316,44562
12255,Bozova,37.361986,38.5253465,54641
12256,Caracal,44.1123292,24.3463095,34603
12257,Kağızman,40.1424117,43.1207958,45555
12258,Topoloveni,44.8079716,25.0852836,8208
12259,Corabia,43.7747612,24.5015439,20978
12260,Sivrice,38.4474169,39.3082646,7879
12261,Kovancılar,38.7189254,39.8659125,39305
12262,Karakoçan,38.9564458,40.0380269,27923
12263,Genç,38.7504417,40.5568522,34311
12264,Drvar,44.374769,16.3827291,3703
12265,Etoliko,38.4381901,21.3534552,4312
12266,Amfilochia,38.8638145,21.1668095,4119
12267,Stylida,38.9139258,22.6149855,5095
12268,Argos Orestiko,40.4531538,21.2598868,7473
12269,Grevena,40.0856892,21.4284718,10177
12270,Megali Panagia,40.4442272,23.6807604,2727
12271,Arnea,40.4860405,23.5956503,2253
12272,Aridea,40.9755407,22.0610874,5600
12273,Niedereschach,48.1322546,8.5281173,6019
12274,Sunndalsøra,62.6750314,8.563095,4023
12275,Polygyros,40.37804,23.4425494,5040
12276,Winnipeg Beach,50.5059397,-96.9695793,1011
12277,Karpenisi,38.9152433,21.7943495,5900
12278,Narón,43.5010981,-8.1923091,38910
12279,Fene,43.473674,-8.1625614,1730
12280,Pontedeume,43.4072585,-8.1718823,4624
12281,Paramythia,39.4662113,20.5118945,2445
12282,Skydra,40.7677111,22.1552339,5406
12283,Langadas,40.7499952,23.0667613,7215
12284,Eruh,37.7492841,42.1800849,19674
12285,Baia de Arieș,46.3802511,23.2812063,3521
12286,Kurtalan,37.9269021,41.7029486,59137
12287,Alderwood Manor,47.8023821,-122.2586266,8442
12288,Arlington,48.1810957,-122.1389548,17926
12289,Kozluk,38.1678869,41.4999255,60691
12290,Bothell,47.7598697,-122.2068288,33505
12291,Edmonds,47.8105738,-122.3774952,39709
12292,Lynnwood,47.8278656,-122.3053932,35836
12293,Gold Bar,47.8540432,-121.6932029,2075
12294,Granite Falls,48.0817561,-121.96947,3364
12295,Beiuș,46.6667533,22.3527085,11923
12296,Săcueni,47.3566688,22.0845336,7261
12297,Ștei,46.5357554,22.4557453,10415
12298,Valea lui Mihai,47.5171304,22.1348938,10505
12299,Vașcău,46.4706807,22.4751303,1977
12300,Index,47.8208311,-121.5538914,178
12301,Orșova,44.7234689,22.3982754,10441
12302,Strehaia,44.6230405,23.1957462,7697
12303,Vânju Mare,44.4250326,22.8712672,4229
12304,Yüksekova,37.5717687,44.2821698,112826
12305,Oravița,45.0381333,21.6860595,12355
12306,Anina,45.0880712,21.853167,7705
12307,Băile Herculane,44.8785058,22.4143883,5698
12308,Bechet,43.784314,23.9574422,3943
12309,Dabuleni,43.8008,24.092398,14570
12310,Filiasi,44.5538277,23.5205621,13524
12311,Segarcea,44.0930481,23.7468875,8581
12312,Şemdinli,37.3042505,44.5744472,62577
12313,Motru,44.8011015,22.9678763,22472
12314,Rovinari,44.8978747,23.163126,12933
12315,Lake Stevens,48.0197794,-122.0660914,28069
12316,Bumbesti-Jiu,45.1794165,23.3797641,8573
12317,Turceni,44.6812584,23.3714732,4844
12318,Balș,44.350577,24.1000283,21195
12319,Drăgănești-Olt,44.1684732,24.5219723,12195
12320,Piatra-Olt,44.36906,24.2589148,6390
12321,Bragadiru,44.373512,25.9804935,6951
12322,Chitila,44.5059871,25.987703,10866
12323,Pantelimon,44.4518794,26.2035562,14456
12324,Les Bons Villers,50.5226424,4.4763492,9000
12325,La Hulpe,50.7313729,4.4893987,7000
12326,Rixensart,50.7122504,4.5216455,21000
12327,Ormylia,40.2928914,23.5443701,3272
12328,Feres,40.8946612,26.1738258,5206
12329,Tököl,47.3226787,18.9632427,10168
12330,Igoumenitsa,39.5045294,20.2650921,17902
12331,Nafpaktos,38.3926119,21.8287498,12924
12332,Tirnavos,39.7388604,22.2882216,11116
12333,Elassona,39.8939174,22.189257,7338
12334,Farsala,39.2949611,22.384792,9801
12335,Σοφάδες,39.3375294,22.0971809,6056
12336,Nea Anchialos,39.280167,22.8186102,5514
12337,Korinos,40.315468,22.5880359,4054
12338,Aiginio,40.5029035,22.5411846,4208
12339,Avrig,45.7272261,24.3759547,9641
12340,Ocna Sibiului,45.8804278,24.0576688,4178
12341,Săliște,45.7957186,23.8845754,2870
12342,Tălmaciu,45.6646194,24.2659424,5849
12343,Lupeni,45.3540332,23.2103185,32853
12344,Vulcan,45.3748642,23.2940874,32160
12345,Hateg,45.609725,22.9486986,10393
12346,Petrila,45.4437023,23.3765054,27610
12347,Codlea,45.6920575,25.4473931,24547
12348,Cehu Silvaniei,47.4111276,23.1821246,6160
12349,Tasnad,47.4780916,22.5848552,8260
12350,Ardud,47.6398625,22.889335,4102
12351,Livada,47.8632193,23.1211639,5187
12352,Baia Sprie,47.6615913,23.6922094,11735
12353,Seini,47.7484996,23.2831939,7774
12354,Ulmeni,47.4657382,23.3005149,1669
12355,Săliștea de Sus,47.6586223,24.351656,5814
12356,Șomcuta Mare,47.5004276,23.4709709,3749
12357,Beclean,47.1799314,24.1791099,10039
12358,Drăgășani,44.6592011,24.2643412,20497
12359,Calimanesti,45.2401542,24.3412638,5188
12360,Brezoi,45.3432742,24.2442404,5930
12361,Bălcești,44.6170199,23.9389534,2468
12362,Costesti,44.6620233,24.8770102,9270
12363,Roșiorii de Vede,44.1083489,24.9952094,37640
12364,Turnu Măgurele,43.7518306,24.8691717,36966
12365,Videle,44.274599,25.5277294,12509
12366,Moreni,44.9830676,25.6453554,22886
12367,Gaesti,44.7207093,25.3194711,18566
12368,Pucioasa,45.0761504,25.4342663,13152
12369,Titu,44.662369,25.5738704,7528
12370,Bolintin-Vale,44.4474877,25.7584353,7052
12371,Mihăilești,44.3246217,25.9068881,4226
12372,Eforie Sud,44.0278741,28.650451,4718
12373,Gödöllő,47.6052871,19.3535185,32437
12374,Maltby,47.8051652,-122.114493,10830
12375,Marysville,48.0517429,-122.1768209,60020
12376,Mountlake Terrace,47.7909667,-122.3066395,19909
12377,Mukilteo,47.9474034,-122.3036992,20254
12378,Northeim,51.705401,9.9972782,30973
12379,Wiefelstede,53.2558626,8.1150123,14335
12380,Elsfleth,53.2357029,8.4571037,9195
12381,Brake (Unterweser),53.3256109,8.4806296,15149
12382,Surazh,53.0131501,32.3931633,10979
12383,Севск,52.156021,34.494572,6723
12384,Навля,52.8271323,34.4993843,14589
12385,Volokolamsk,56.0360129,35.9583358,21212
12386,Snohomish,47.9180275,-122.0899646,9098
12387,Daly City,37.6904826,-122.4726708,101005
12388,Sultan,47.862282,-121.8147315,4651
12389,Silver Firs,47.8810116,-122.1787063,20891
12390,Cobb,38.8221258,-122.723045,1778
12391,Arcata,40.866517,-124.08284,17231
12392,Willits,39.4096043,-123.3555602,5055
12393,Fortuna,40.597407,-124.156034,11208
12394,Willows,39.5233276,-122.193531,6293
12395,Colusa,39.2141019,-122.0092348,5841
12396,Linda,39.1276702,-121.5507976,17773
12397,Ukiah,39.1501662,-123.2077861,16036
12398,Truckee,39.327962,-120.1832533,16084
12399,Anderson,40.448208,-122.2977815,10418
12400,Shasta Lake,40.6799638,-122.3626507,10228
12401,McKinleyville,40.9465152,-124.1006205,15177
12402,Fort Bragg,39.445723,-123.805294,7273
12403,Anacortes,48.5020123,-122.6237356,15778
12404,Rocklin,38.7907339,-121.2357828,50131
12405,Marysville,39.1457247,-121.5913516,11949
12406,Olivehurst,39.0954484,-121.5521858,13656
12407,Susanville,40.4162842,-120.6530063,18108
12408,Red Bluff,40.1784279,-122.2359236,14005
12409,Grass Valley,39.2190602,-121.0610575,12426
12410,Corning,39.9276572,-122.1791556,7279
12411,Oroville,39.5137752,-121.556359,13505
12412,Paradise,39.7596061,-121.6219177,2034
12413,Clearlake,38.9582307,-122.6263728,14877
12414,Portola,39.8104567,-120.4691034,2188
12415,Lakeport,39.0429506,-122.9158293,5234
12416,Lincoln,38.8915741,-121.29318,39566
12417,Mount Vernon,48.4200462,-122.32642,31743
12418,Sedro-Woolley,48.5049158,-122.2349409,10540
12419,Lynden,48.9466041,-122.4569315,11951
12420,Ferndale,48.8466698,-122.5897235,11415
12421,Budaörs,47.4600185,18.9541818,28394
12422,Râmnicu Sărat,45.3854458,27.0417011,41405
12423,Bridgetown,-33.9580685,116.137245,1448
12424,Akşehir,38.3583397,31.4177078,94232
12425,Cristuru Secuiesc,46.2889771,25.0355987,9500
12426,Bălan,46.6525952,25.8113436,10937
12427,Borsec,46.9639588,25.5609031,3074
12428,Târgu Secuiesc,45.9988969,26.1353123,21304
12429,Covasna,45.8448991,26.1693108,12064
12430,Întorsura Buzăului,45.6741293,26.0335312,6513
12431,Fundulea,44.4683784,26.5095823,5928
12432,Lehliu Gara,44.4398391,26.8515342,3864
12433,Ilgın,38.2814804,31.9171106,54622
12434,Portarlington,-38.1156562,144.6530634,3147
12435,Bro,59.514658,17.6426027,7050
12436,Chiang Dao,19.3683561,98.9646758,15188
12437,Năvodari,44.3212304,28.6110868,31746
12438,Negru Vodă,43.8189086,28.2140473,4521
12439,Blythe,33.6134767,-114.5937537,20817
12440,Rödental,50.2971914,11.0428276,13116
12441,Nea Ionia,39.3748394,22.9325138,30804
12442,Domokos,39.1272636,22.3015629,1556
12443,Sperchiada,38.9093329,22.124911,2875
12444,Litochoro,40.1011121,22.500691,6697
12445,Farroupilha,-29.22647,-51.3468188,70345
12446,Flores da Cunha,-29.030129,-51.1833349,27135
12447,Nova Prata,-28.7849383,-51.6091999,22830
12448,Kerang,-35.7338373,143.9204152,3780
12449,Schramberg,48.225478,8.3852168,20716
12450,Agia Triada,40.4999563,22.8752716,2829
12451,Nea Triglia,40.3058387,23.207498,2905
12452,Liti,40.7444276,22.9794081,2841
12453,Lagyna,40.7229486,23.0050632,2490
12454,Ulaş,39.4447613,37.0397895,8666
12455,Vathylakkos,40.7694342,22.7092509,2198
12456,Plagiari,40.4723172,22.9588564,3770
12457,Trilofos,40.4682554,22.9712114,3517
12458,Şarkışla,39.3523076,36.4110017,37683
12459,Kangal,39.2348329,37.3894279,21484
12460,Epanomi,40.4280217,22.928308,7333
12461,Novohrad-Volynskyi,50.5917622,27.6066973,56254
12462,Zara,39.8972011,37.759073,21857
12463,Suşehri,40.1631715,38.092338,25098
12464,Şebinkarahisar,40.2886007,38.4236116,21200
12465,Kovel,51.2120538,24.708894,68703
12466,Gemerek,39.1831222,36.0711044,23083
12467,Sarıoğlan,39.07706,35.9672492,13936
12468,Rétság,47.9303241,19.1375901,2722
12469,Bad Gandersheim,51.8704732,10.0297839,9946
12470,Swarzędz,52.4103728,17.0771038,31084
12471,Crescent City,41.755948,-124.201747,7860
12472,Cobram,-35.9197782,145.6484379,6018
12473,Bad Rodach,50.3417423,10.7801385,6336
12474,Zile,40.3005345,35.8823475,55673
12475,Nowy Targ,49.4818229,20.030541,33672
12476,Yıldızeli,39.8668748,36.6014037,34860
12477,Mayerthorpe,53.9523674,-115.13841,1398
12478,Lensahn,54.2208531,10.8859981,5100
12479,Amorbach,49.643684,9.2225034,4145
12480,Obernburg am Main,49.842229,9.1480461,8500
12481,Wörth am Main,49.7955109,9.1574558,4936
12482,Zilupe,56.3864345,28.121471,1730
12483,Budakeszi,47.5099444,18.929382,13939
12484,Montabaur,50.4362219,7.8302494,12558
12485,Traismauer,48.3499106,15.7441868,2747
12486,Bad Eilsen,52.240705,9.0997685,2353
12487,Emmaboda,56.6308333,15.5406619,4824
12488,Paraty,-23.2196461,-44.7154196,33062
12489,Henrietta,43.0611781,-77.6338983,42581
12490,Kalyazin,57.2400206,37.8404883,13345
12491,Tutaev,57.875385,39.527214,40296
12492,Kashin,57.361755,37.611454,15029
12493,Kimry,56.8734395,37.3556968,46771
12494,Mărășești,45.8740808,27.2184171,10434
12495,Mecitözü,40.5205856,35.2953447,15655
12496,Merzifon,40.8693434,35.4585224,71916
12497,Svenljunga,57.4963122,13.1122599,3418
12498,Tranemo,57.4849975,13.3517534,3168
12499,Erbaa,40.6725657,36.5640432,92906
12500,Reşadiye,40.3917236,37.3388711,41178
12501,Pamukkale,37.9164906,29.1193081,320142
12502,Loxton,-34.4511348,140.5696644,3795
12503,Chambersburg,39.9405903,-77.6598624,20268
12504,Liezen,47.567685,14.2420508,6803
12505,Vandžiogala,55.1175772,23.9581519,861
12506,Seropédica,-22.7438887,-43.6991998,83667
12507,أدري Adré,13.466508,22.1979315,12000
12508,Țăndărei,44.6419986,27.6530653,14212
12509,Talin,40.3835706,43.8735939,4980
12510,Kotzebue,66.8982057,-162.5977621,3185
12511,Wrangell,56.4706022,-132.3829431,2061
12512,Whittier,60.7730556,-148.6838889,214
12513,Deadhorse,70.2006973,-148.4598151,50
12514,Valdez,61.1299396,-146.3493638,3996
12515,Bethel,60.7922222,-161.7558333,6356
12516,Cordova,60.5439444,-145.7589103,2339
12517,Kodiak,57.79,-152.4072222,6259
12518,Lihue,21.9769622,-159.3687721,6455
12519,Ewa Beach,21.315603,-158.008804,14955
12520,Petersburg,56.8127965,-132.95547,2931
12521,Nānākuli,21.389147,-158.152313,12666
12522,Tanana,65.1719444,-152.0788889,275
12523,Lanai City,20.826084,-156.919785,3102
12524,Sand Point,55.3409245,-160.4975685,1064
12525,Waimanalo,21.346304,-157.7211,5451
12526,Hoonah,58.1096843,-135.4434557,739
12527,Skagway,59.4556412,-135.3116103,920
12528,Wailuku,20.8905443,-156.503093,15313
12529,Seward,60.104202,-149.4426113,3025
12530,Kaunakakai,21.0906562,-157.0208344,3425
12531,Davis,38.545379,-121.7445835,60964
12532,Lynwood,33.924831,-118.2024154,71061
12533,Laughlin,35.1677771,-114.5730208,1569
12534,South Jordan,40.5621704,-111.929658,44009
12535,Hayden,47.7590638,-116.7866807,12349
12536,Pomeroy,46.4748738,-117.6026896,1399
12537,Milwaukie,45.4453901,-122.6392889,20512
12538,Cudahy,33.9620584,-118.1835395,24873
12539,Tigard,45.4307473,-122.7719339,49100
12540,Highland,34.1283442,-117.2086513,51550
12541,Syracuse,41.0895938,-112.0638903,19534
12542,Ladera Ranch,33.5510165,-117.6385401,22980
12543,Dallas,44.9189206,-123.3158695,14748
12544,Camarillo,34.2176371,-119.0383541,62489
12545,Draper,40.5246711,-111.8638226,42274
12546,Hesperia,34.4263886,-117.3008784,83351
12547,Washington,37.1305373,-113.5082867,15217
12548,Kingsburg,36.5138398,-119.5538929,11382
12549,San Luis,32.4934395,-114.7737551,22634
12550,Chino Valley,34.7575227,-112.4537809,10503
12551,Vashon,47.4480496,-122.4606702,10624
12552,Forks,47.950222,-124.386165,3246
12553,Carlin,40.7131339,-116.1061645,2324
12554,Newport,44.636755,-124.053442,9896
12555,King City,36.2127439,-121.1260287,11225
12556,Corona de Tucson,31.959317,-110.7685377,5675
12557,Winslow,35.0241874,-110.6973572,9958
12558,Montecito,34.4366626,-119.6320753,8965
12559,Seaside,45.993246,-123.920213,6187
12560,Langley,48.0399806,-122.4094051,1026
12561,Tualatin,45.3838546,-122.7663518,26879
12562,Corcoran,36.098007,-119.5604015,23403
12563,Cambria,35.5641425,-121.0811062,6032
12564,La Mesa,32.7678288,-117.0230839,53043
12565,Livingston,37.3868826,-120.7235329,13058
12566,Choteau,47.812243,-112.1833758,1710
12567,Mill Valley,37.9060368,-122.5449763,13323
12568,Lake Elsinore,33.6680772,-117.3272615,45033
12569,Eloy,32.7551703,-111.5534932,19391
12570,Galt,38.2546373,-121.2999485,23396
12571,Jerome,42.7238458,-114.5188082,8687
12572,Globe,33.3959623,-110.7871344,7532
12573,Joseph City,34.9558585,-110.3339982,1386
12574,La Habra,33.9316066,-117.9454867,59264
12575,North Bend,43.4065089,-124.2242824,9846
12576,San Dimas,34.1066756,-117.8067257,35714
12577,Fountain Hills,33.6117105,-111.7173613,22489
12578,Port Angeles,48.118146,-123.4307413,18984
12579,Ogden,41.2230048,-111.9738429,78086
12580,Windsor,38.5471327,-122.8163802,25294
12581,Kayenta,36.7218463,-110.2538722,5189
12582,Omak,48.4109853,-119.5275506,4751
12583,Burbank,46.2010524,-119.0135347,3921
12584,Salmon,45.1757547,-113.8959008,3059
12585,Burley,42.5357428,-113.7927948,10345
12586,Wellton,32.6728314,-114.1468894,1891
12587,Twentynine Palms,34.1356915,-116.0543506,30531
12588,San Marcos,33.1433723,-117.1661449,76501
12589,Morgan,41.0360566,-111.6774417,3101
12590,Burien,47.469918,-122.3485274,33313
12591,Minden,38.9542487,-119.7656174,3001
12592,University Place,47.2368034,-122.5520678,30610
12593,Cottonwood Heights,40.6196702,-111.8102104,34954
12594,Liberty Lake,47.6681145,-117.1048656,8906
12595,Nezperce,46.2348914,-116.2406974,514
12596,Valier,48.30726,-112.250743,469
12597,Half Moon Bay,37.4635519,-122.4285862,12308
12598,Eagle,43.6954424,-116.3540138,24785
12599,Clayton,37.9410341,-121.9357925,12265
12600,Fillmore,34.3985613,-118.9125093,15027
12601,Okanogan,48.361262,-119.5833869,2391
12602,Pacifica,37.6138253,-122.4869194,37327
12603,Duarte,34.1394513,-117.9772873,22165
12604,Sweet Home,44.3976247,-122.7361959,8576
12605,Anaconda,46.128794,-112.942369,9298
12606,Pendleton,45.672075,-118.7885967,16881
12607,Klamath Falls,42.224867,-121.7816704,19785
12608,Encinitas,33.0369867,-117.2919818,59260
12609,South San Francisco,37.6549493,-122.4081251,61354
12610,Brea,33.9170444,-117.8888557,38585
12611,Rialto,34.1064001,-117.3703235,99467
12612,Mesquite,36.803387,-114.0671888,19079
12613,La Verne,34.1008426,-117.7678355,33316
12614,National City,32.6781085,-117.0991967,60960
12615,Citrus Heights,38.7071247,-121.2810611,88890
12616,Montebello,34.0159398,-118.111975,62968
12617,Grand Coulee,47.9415408,-119.0033548,935
12618,Riverbank,37.7360396,-120.9354895,22678
12619,Hansville,47.9187044,-122.5543141,3091
12620,Enumclaw,47.2047793,-121.9916371,10669
12621,Laguna Hills,33.5948758,-117.6882067,32156
12622,Exeter,36.2960613,-119.1420517,10160
12623,Cut Bank,48.63304,-112.326162,2869
12624,Fallbrook,33.3764196,-117.2511466,30534
12625,Taylorsville,40.6677096,-111.9385867,58048
12626,Mohave Valley,34.933062,-114.5888541,2616
12627,Silverton,45.0049305,-122.7832947,8993
12628,Paradise Valley,33.5324295,-111.9505123,12820
12629,Farmersville,36.2977283,-119.2067767,10019
12630,Afton,42.7252774,-110.9334028,1821
12631,Alamo,37.8502033,-122.032184,16566
12632,Shafter,35.5005139,-119.2717761,14887
12633,Needles,34.8480597,-114.6141316,5330
12634,Coalinga,36.139678,-120.3601496,17597
12635,Millcreek,40.6998905,-111.8540932,62139
12636,Paso Robles,35.6267654,-120.6912456,29793
12637,California City,35.125801,-117.9859038,12659
12638,Layton,41.0751048,-111.9741925,62716
12639,Burlingame,37.5841026,-122.3660825,27573
12640,Rancho Santa Margarita,33.6408845,-117.6029341,50618
12641,Arvin,35.209129,-118.828431,19304
12642,Silver Springs,39.4156828,-119.223988,5296
12643,Keizer,44.9969,-123.0266267,35027
12644,Alameda,37.7652076,-122.2416355,77624
12645,Saint Maries,47.3143542,-116.5626675,2402
12646,Pico Rivera,33.9830688,-118.096735,64336
12647,Lebanon,44.5365467,-122.9068762,14416
12648,Skykomish,47.7092722,-121.3605684,198
12649,San Ramon,37.7648021,-121.9544387,75995
12650,Los Banos,37.0592253,-120.8505342,35972
12651,Quincy,47.2342997,-119.8525504,7365
12652,Castle Dale,39.212192,-111.019613,1617
12653,Florence,33.0314508,-111.3873431,17009
12654,Baker City,44.7748748,-117.8343848,9648
12655,Coupeville,48.2181895,-122.6858073,1840
12656,Kuna,43.4918307,-116.4201223,20746
12657,Hercules,38.0171441,-122.2885808,26276
12658,Reedley,36.5963395,-119.4504029,24194
12659,Glendora,34.1361187,-117.865339,50370
12660,Upland,34.09751,-117.6483876,73379
12661,Tusayan,35.9735954,-112.1265569,591
12662,Mendota,36.7535486,-120.3815579,11014
12663,Centerville,40.9180005,-111.8721601,15075
12664,Spokane Valley,47.6571104,-117.2613936,94919
12665,Clovis,36.8252277,-119.7029194,89316
12666,West Richland,46.3003915,-119.3473121,13746
12667,Apple Valley,34.5008311,-117.1858759,68886
12668,Lemoore,36.3006495,-119.7827122,22916
12669,Dublin,37.7021521,-121.9357918,64826
12670,San Juan Capistrano,33.5016932,-117.6625509,34839
12671,Goldendale,45.8206794,-120.8217312,3435
12672,Payson,40.0443989,-111.7321518,16748
12673,Point Roberts,48.9853824,-123.077974,1314
12674,Rancho Palos Verdes,33.7483311,-118.3707683,41754
12675,La Puente,34.01979,-117.9503677,41526
12676,Bay Point,38.0270429,-121.9578477,21349
12677,West Wendover,40.7426699,-114.0720873,4265
12678,Avenal,36.0041223,-120.1290272,16837
12679,Arroyo Grande,35.1185869,-120.5907252,16415
12680,Beverly Hills,34.0696501,-118.3963062,34979
12681,Livingston,45.662436,-110.56104,7279
12682,Lovelock,40.1847417,-118.4737708,1814
12683,Delano,35.7688425,-119.2470536,53819
12684,Boulder Creek,37.1260578,-122.1221869,4923
12685,Wellington,39.5424659,-110.7354344,1570
12686,Des Moines,47.398829,-122.3099093,28992
12687,Laguna Niguel,33.5225261,-117.7075526,64771
12688,Lincoln City,44.9617922,-124.0159522,7944
12689,Morgan Hill,37.130408,-121.6544974,45952
12690,West Linn,45.3656761,-122.6123141,25992
12691,Tulare,36.2077351,-119.3473421,59278
12692,Ephrata,47.3176385,-119.5536491,7298
12693,Agoura Hills,34.14791,-118.7657042,22666
12694,Chowchilla,37.1229997,-120.2601754,18160
12695,Rowland Heights,33.9761238,-117.9053395,48993
12696,Shoshone,42.9361293,-114.4060179,1565
12697,Oregon City,45.3573429,-122.6067583,34622
12698,Norco,33.9323307,-117.5508901,27051
12699,Calexico,32.6790572,-115.498703,37243
12700,Newberg,45.300596,-122.9725418,21576
12701,Saratoga,37.2638324,-122.0230146,30153
12702,Sandpoint,48.2765903,-116.5532476,8206
12703,Ketchum,43.680741,-114.363662,3226
12704,Culver City,34.0211224,-118.3964665,39403
12705,Holladay,40.6688363,-111.8246557,25308
12706,Lathrop,37.8227046,-121.27661,14924
12707,Brigham City,41.5103717,-112.0155619,18463
12708,La Cañada Flintridge,34.1998302,-118.2005236,20246
12709,Cathlamet,46.2031673,-123.3831893,582
12710,Apache Junction,33.4150485,-111.549577,42571
12711,Rohnert Park,38.3396367,-122.7010984,41083
12712,Vernonia,45.8587229,-123.1928926,2194
12713,Woodburn,45.143731,-122.8553725,22035
12714,Stayton,44.8006775,-122.7945333,7314
12715,Calabasas,34.1446643,-118.6440973,22432
12716,Grand Terrace,34.0339031,-117.3136544,12250
12717,Pleasanton,37.6624312,-121.8746789,81777
12718,Jackson,38.3488024,-120.7741018,4405
12719,Oak Harbor,48.2931559,-122.6432245,22713
12720,Coalville,40.9177251,-111.3993634,1419
12721,Kellogg,47.5382349,-116.1188875,2296
12722,Piedmont,37.8243715,-122.231635,11135
12723,Goleta,34.4358295,-119.8276389,29888
12724,Clinton,41.1396708,-112.0505108,18811
12725,Lolo,46.7568413,-114.0820708,3892
12726,Selma,36.5707838,-119.6120765,22710
12727,Wilbur,47.7587628,-118.7055589,849
12728,Garden City,43.622111,-116.2381787,11911
12729,Lake Arrowhead,34.2489684,-117.1913321,12424
12730,Fort Benton,47.817297,-110.671672,1470
12731,Fillmore,38.9688524,-112.3235487,2204
12732,Republic,48.6482183,-118.7378067,982
12733,Walnut,34.0202894,-117.8653386,31294
12734,White Sulphur Springs,46.5483774,-110.902651,1002
12735,El Mirage,33.6130338,-112.3244866,31797
12736,Coos Bay,43.3678937,-124.2174647,15999
12737,Los Gatos,37.226611,-121.9746797,30222
12738,Colville,48.5465695,-117.905537,5049
12739,Colfax,46.8801655,-117.3643495,2694
12740,Manti,39.2682951,-111.6368627,3180
12741,Heber City,40.5065256,-111.4133091,11362
12742,Sandy,45.3974065,-122.2614548,10014
12743,Avalon,33.34221,-118.3272612,3320
12744,Show Low,34.2542084,-110.0298327,11027
12745,Tehachapi,35.1321878,-118.4489739,14414
12746,Florence,43.9800086,-124.1013089,8122
12747,Duvall,47.7423219,-121.9856782,7183
12748,Eagle Mountain,40.3066676,-112.0147617,23000
12749,Santa Fe Springs,33.9480787,-118.0691499,17112
12750,Hermiston,45.8404101,-119.2894605,14891
12751,Moorpark,34.285558,-118.8820414,35668
12752,Healdsburg,38.6106812,-122.870138,10961
12753,Shelby,48.5054997,-111.8568729,3419
12754,Snowflake,34.5114704,-110.0796089,5764
12755,Troutdale,45.5317928,-122.391155,15030
12756,Lakewood,47.1717649,-122.518458,57575
12757,Moscow,46.7323875,-117.0001651,22352
12758,Airway Heights,47.644611,-117.5932728,4756
12759,Union City,37.5963232,-122.0816297,74107
12760,Winnemucca,40.9724088,-117.7348211,7763
12761,Claremont,34.0966764,-117.7197785,35103
12762,McFarland,35.6780104,-119.2292748,12890
12763,Sonora,37.9840911,-120.3821381,4648
12764,Hillsborough,37.5741032,-122.3794163,10714
12765,Nephi,39.7102336,-111.8363216,5207
12766,Dinuba,36.5432837,-119.3870656,21453
12767,Moraga,37.834897,-122.12883,17783
12768,Sunnyside,46.3246419,-120.0081898,14828
12769,Big Sandy,48.179976,-110.111445,637
12770,Jackson,43.479965,-110.761815,9840
12771,Millbrae,37.5985468,-122.3871942,20461
12772,Othello,46.8259742,-119.1752913,6293
12773,Riverton,40.5220027,-111.9391003,35543
12774,Fernley,39.6048048,-119.2404748,20692
12775,Wendover,40.7374014,-114.0304541,1454
12776,Port Ludlow,47.9253738,-122.6834969,2603
12777,Cedar City,37.6774238,-113.0618277,28857
12778,Queen Creek,33.2483858,-111.6341585,26361
